"FOLIO","DOR_C","SITE_CITY","LAND","IMP","S_DATE","SALES","NBHC","NBHD","TOTVAL"
"0594033652","0100","TAMPA",44656,111343,11/8/2017,215500,216002,"HUNGREEN",155999
"0594033670","0100","TAMPA",33472,97689,5/3/2017,198000,216002,"HUNGREEN",131161
"0594033682","0100","TAMPA",38915,121244,6/6/2017,235000,216002,"HUNGREEN",160159
"0594033690","0100","TAMPA",33839,108825,5/19/2017,208000,216002,"HUNGREEN",142664
"0594033724","0100","TAMPA",42736,113032,7/20/2017,220000,216002,"HUNGREEN",155768
"0594033760","0100","TAMPA",39557,149850,4/28/2017,251500,216002,"HUNGREEN",189407
"0594033862","0100","TAMPA",52703,215807,6/30/2017,333500,216002,"HUNGREEN",268510
"0594033864","0100","TAMPA",52268,200738,3/24/2017,345000,216002,"HUNGREEN",253006
"0594033882","0100","TAMPA",56327,260544,7/27/2017,460000,216002,"HUNGREEN",316871
"0594033898","0100","TAMPA",53573,266783,4/14/2017,389900,216002,"HUNGREEN",320356
"0594033912","0100","TAMPA",52268,241070,5/1/2017,378000,216002,"HUNGREEN",293338
"0594033926","0100","TAMPA",52268,202900,8/9/2017,345000,216002,"HUNGREEN",255168
"0594033980","0100","TAMPA",93315,359206,6/29/2017,620000,216002,"HUNGREEN",452521
"0594033992","0100","TAMPA",91590,305543,7/10/2017,500000,216002,"HUNGREEN",397133
"0594034154","0100","TAMPA",41291,194875,2/17/2017,314000,216005,"ARBORGRN",236166
"0594034184","0100","TAMPA",45511,156960,2/15/2017,289000,216005,"ARBORGRN",202471
"0594034252","0100","TAMPA",59906,243281,11/9/2017,425000,216005,"ARBORGRN",303187
"0594034280","0100","TAMPA",60328,214176,10/6/2017,323000,216005,"ARBORGRN",274504
"0594034332","0100","TAMPA",94159,209427,12/22/2017,362500,216005,"ARBORGRN",303586
"0594034358","0100","TAMPA",52460,220946,2/15/2017,353000,216005,"ARBORGRN",273406
"1176530000","0100","TAMPA",217918,106405,12/18/2017,545000,203006,"HYDEPARK",324323
"1177480100","0100","TAMPA",124462,413668,12/8/2017,527000,203006,"HYDEPARK",538130
"1186490000","0100","TAMPA",187748,312779,8/21/2017,799000,203006,"HYDEPARK",500527
"1674610000","0100","TAMPA",22316,103334,8/29/2017,226000,205003,"YBORCITY",125650
"1674900000","0100","TAMPA",26366,59993,6/6/2017,127000,205003,"YBORCITY",86359
"1674930000","0100","TAMPA",23603,14350,6/26/2017,47500,205003,"YBORCITY",37953
"1674940000","0100","TAMPA",23603,89298,8/9/2017,177000,205003,"YBORCITY",112901
"1675030000","0100","TAMPA",26366,38208,10/6/2017,72000,205003,"YBORCITY",64574
"1676360000","0100","TAMPA",13005,31837,8/7/2017,47000,205003,"YBORCITY",44842
"1692620000","0100","TAMPA",481211,448336,7/26/2017,1025000,203012,"DAVISISLE",929547
"1692680000","0100","TAMPA",2335608,2381464,1/25/2017,6275000,203012,"DAVISISLE",4717072
"1692850000","0100","TAMPA",317918,83440,3/16/2017,495000,203012,"DAVISISLE",401358
"1693580000","0100","TAMPA",811555,1561859,8/21/2017,3000000,203012,"DAVISISLE",2373414
"1693590000","0100","TAMPA",842458,1415624,2/21/2017,2875000,203012,"DAVISISLE",2258082
"1694050100","0100","TAMPA",410590,317427,8/29/2017,707000,203012,"DAVISISLE",728017
"1694170000","0100","TAMPA",448131,191624,1/20/2017,820000,203012,"DAVISISLE",639755
"1694350000","0100","TAMPA",503121,94983,5/8/2017,760000,203012,"DAVISISLE",598104
"1694450000","0100","TAMPA",480427,791605,6/20/2017,2000000,203012,"DAVISISLE",1272032
"1694470000","0100","TAMPA",357738,87530,4/28/2017,574900,203012,"DAVISISLE",445268
"1725690000","0100","TAMPA",35370,61044,3/20/2017,103700,205003,"YBORCITY",96414
"1725700000","0100","TAMPA",35370,58105,6/23/2017,150000,205003,"YBORCITY",93475
"1726030000","0100","TAMPA",20750,112885,5/4/2017,195500,205003,"YBORCITY",133635
"1726220000","0100","TAMPA",19060,50523,3/20/2017,110000,205003,"YBORCITY",69583
"1726370000","0100","TAMPA",19060,47006,7/20/2017,85000,205003,"YBORCITY",66066
"1726390000","0100","TAMPA",20750,38542,12/22/2017,70500,205003,"YBORCITY",59292
"1726700000","0100","TAMPA",13228,29931,12/8/2017,55000,205003,"YBORCITY",43159
"1726980000","0100","TAMPA",15120,113744,6/13/2017,180000,205003,"YBORCITY",128864
"1727100000","0100","TAMPA",13173,57181,10/12/2017,70000,205003,"YBORCITY",70354
"1727580000","0100","TAMPA",14423,34622,6/13/2017,70000,205003,"YBORCITY",49045
"1727670000","0100","TAMPA",27286,45836,9/29/2017,146000,205003,"YBORCITY",73122
"1727900000","0100","TAMPA",13586,47664,10/30/2017,76500,205003,"YBORCITY",61250
"1728070000","0100","TAMPA",22401,59543,12/29/2017,125000,205003,"YBORCITY",81944
"1728420000","0100","TAMPA",15582,30012,3/10/2017,91000,205003,"YBORCITY",45594
"1728490000","0100","TAMPA",16216,137925,12/21/2017,205000,205003,"YBORCITY",154141
"1728850000","0100","TAMPA",35041,47676,10/20/2017,182000,205003,"YBORCITY",82717
"1728890000","0100","TAMPA",17564,90576,7/13/2017,212500,205003,"YBORCITY",108140
"1729020000","0100","TAMPA",15000,49617,8/23/2017,122000,205003,"YBORCITY",64617
"1729270000","0100","TAMPA",36312,47833,11/7/2017,129900,205003,"YBORCITY",84145
"1729520000","0100","TAMPA",20160,59951,5/12/2017,63000,205003,"YBORCITY",80111
"1729900000","0100","TAMPA",18375,42703,12/8/2017,119900,205003,"YBORCITY",61078
"1730220000","0100","TAMPA",23296,98912,6/28/2017,230000,205003,"YBORCITY",122208
"1730290000","0100","TAMPA",23296,38755,12/13/2017,75000,205003,"YBORCITY",62051
"1730820000","0100","TAMPA",17093,97501,5/15/2017,186000,205003,"YBORCITY",114594
"1730840000","0100","TAMPA",17093,80920,7/28/2017,190000,205003,"YBORCITY",98013
"1730860000","0100","TAMPA",16252,32796,5/10/2017,86000,205003,"YBORCITY",49048
"1730870000","0100","TAMPA",16252,46914,1/10/2018,72000,205003,"YBORCITY",63166
"1731070000","0100","TAMPA",12607,58198,8/7/2017,52000,205003,"YBORCITY",70805
"1731150000","0100","TAMPA",24432,64462,12/14/2017,115000,205003,"YBORCITY",88894
"1731160000","0100","TAMPA",31433,49508,10/10/2017,150000,205003,"YBORCITY",80941
"1731190000","0100","TAMPA",32056,137353,1/3/2018,220000,205003,"YBORCITY",169409
"1731280000","0100","TAMPA",18385,69327,9/21/2017,77500,205003,"YBORCITY",87712
"1731370000","0100","TAMPA",58721,78315,4/13/2017,160000,205003,"YBORCITY",137036
"1731470000","0100","TAMPA",17261,64072,4/17/2017,149900,205003,"YBORCITY",81333
"1731490000","0100","TAMPA",13342,81638,3/21/2017,171000,205003,"YBORCITY",94980
"1731780000","0100","TAMPA",16929,113726,7/7/2017,190000,205003,"YBORCITY",130655
"1731920000","0100","TAMPA",17261,85280,11/3/2017,180000,205003,"YBORCITY",102541
"1732080000","0100","TAMPA",27600,34596,10/11/2017,82500,205003,"YBORCITY",62196
"1732270100","0100","TAMPA",16359,47447,4/17/2017,85000,205003,"YBORCITY",63806
"1732600000","0100","TAMPA",20880,43034,5/31/2017,74000,205003,"YBORCITY",63914
"1732850000","0100","TAMPA",16840,49705,10/13/2017,149800,205003,"YBORCITY",66545
"1733060000","0100","TAMPA",14850,48347,10/18/2017,118000,205003,"YBORCITY",63197
"1733220000","0100","TAMPA",14392,88362,2/28/2017,152000,205003,"YBORCITY",102754
"1733520000","0100","TAMPA",21415,25901,1/9/2018,180000,205003,"YBORCITY",47316
"1733600000","0100","TAMPA",25808,86465,6/20/2017,160000,205003,"YBORCITY",112273
"1733750000","0100","TAMPA",23004,51480,10/27/2017,90000,205003,"YBORCITY",74484
"1733970000","0100","TAMPA",12625,35031,11/22/2017,80000,205003,"YBORCITY",47656
"1740660000","0100","TAMPA",11994,41232,5/12/2017,60000,205003,"YBORCITY",53226
"1741450000","0100","TAMPA",11994,129011,9/15/2017,132000,205003,"YBORCITY",141005
"1741990000","0100","TAMPA",11754,12596,1/30/2017,55000,205003,"YBORCITY",24350
"1742210000","0100","TAMPA",11994,61336,4/12/2017,95000,205003,"YBORCITY",73330
"1742730000","0100","TAMPA",11994,36418,12/27/2017,89500,205003,"YBORCITY",48412
"1743600000","0100","TAMPA",11994,70603,7/10/2017,115000,205003,"YBORCITY",82597
"1743730000","0100","TAMPA",11994,19726,12/29/2017,38000,205003,"YBORCITY",31720
"1744230000","0100","TAMPA",12690,44290,8/16/2017,80000,205003,"YBORCITY",56980
"1744690000","0100","TAMPA",22787,44575,5/12/2017,76000,205003,"YBORCITY",67362
"1744841000","0100","TAMPA",13007,72758,1/19/2018,102000,205003,"YBORCITY",85765
"1745670000","0100","TAMPA",10855,55038,8/1/2017,116000,205003,"YBORCITY",65893
"1745890000","0100","TAMPA",12375,10691,8/31/2017,85000,205003,"YBORCITY",23066
"1745920000","0100","TAMPA",12251,26174,2/9/2017,47000,205003,"YBORCITY",38425
"1755180050","0100","TAMPA",6412,86632,10/13/2017,155000,205014,"YBORCITY",93044
"1755830500","0100","TAMPA",7125,44853,3/27/2017,51500,205014,"YBORCITY",51978
"1755860000","0100","TAMPA",7125,32554,5/1/2017,40000,205014,"YBORCITY",39679
"1757440000","0100","TAMPA",7125,69997,6/9/2017,102000,205014,"YBORCITY",77122
"1758200000","0100","TAMPA",7125,40062,5/3/2017,111000,205014,"YBORCITY",47187
"1758240000","0100","TAMPA",7125,25362,2/13/2017,46500,205014,"YBORCITY",32487
"1827950000","0100","TAMPA",16024,111983,10/23/2017,167000,205003,"YBORCITY",128007
"1828120000","0100","TAMPA",16992,56598,9/22/2017,165000,205003,"YBORCITY",73590
"1832800000","0100","TAMPA",14700,56859,8/29/2017,141400,205003,"YBORCITY",71559
"1832880000","0100","TAMPA",16005,49366,7/14/2017,76000,205003,"YBORCITY",65371
"1833000000","0100","TAMPA",16005,47740,3/29/2017,93700,205003,"YBORCITY",63745
"1833050000","0100","TAMPA",12870,41440,10/31/2017,110500,205003,"YBORCITY",54310
"1833100000","0100","TAMPA",13241,58165,1/18/2018,120000,205003,"YBORCITY",71406
"1853170000","0100","TAMPA",357504,355228,4/3/2017,980000,203006,"HYDEPARK",712732
"1853350000","0100","TAMPA",373380,448900,3/8/2017,1200000,203006,"HYDEPARK",822280
"1853390000","0100","TAMPA",387983,434437,5/12/2017,985000,203006,"HYDEPARK",822420
"1853930000","0100","TAMPA",379260,631635,5/8/2017,1145000,203006,"HYDEPARK",1010895
"1854040000","0100","TAMPA",233730,528521,3/15/2017,1000000,203006,"HYDEPARK",762251
"1854270000","0100","TAMPA",373380,365038,3/15/2017,1155000,203006,"HYDEPARK",738418
"1854480000","0100","TAMPA",373380,378294,8/18/2017,900000,203006,"HYDEPARK",751674
"1855380000","0100","TAMPA",453960,177055,6/21/2017,815600,203006,"HYDEPARK",631015
"1856170000","0100","TAMPA",374400,497535,1/31/2017,1267000,203006,"HYDEPARK",871935
"1856190000","0100","TAMPA",453960,214224,9/29/2017,1060000,203006,"HYDEPARK",668184
"1856280000","0100","TAMPA",533520,598017,2/23/2017,1142600,203006,"HYDEPARK",1131537
"1856680000","0100","TAMPA",300000,268288,10/3/2017,765000,203006,"HYDEPARK",568288
"1857030000","0100","TAMPA",302400,336699,10/30/2017,785000,203006,"HYDEPARK",639099
"1857220000","0100","TAMPA",300000,304557,3/16/2017,730000,203006,"HYDEPARK",604557
"1857430000","0100","TAMPA",300000,228565,11/13/2017,855000,203006,"HYDEPARK",528565
"1857830000","0100","TAMPA",300000,432915,4/20/2017,1130000,203006,"HYDEPARK",732915
"1858470000","0100","TAMPA",368640,182216,11/30/2017,779000,203006,"HYDEPARK",550856
"1858640000","0100","TAMPA",844906,305862,9/1/2017,1221900,203006,"HYDEPARK",1150768
"1858830000","0100","TAMPA",300000,342954,10/18/2017,875000,203006,"HYDEPARK",642954
"1859070000","0100","TAMPA",196335,190455,6/29/2017,525000,203006,"HYDEPARK",386790
"1859170000","0100","TAMPA",214656,325083,6/5/2017,730000,203006,"HYDEPARK",539739
"1859240000","0100","TAMPA",485222,487100,7/27/2017,1537500,203006,"HYDEPARK",972322
"1859610000","0100","TAMPA",110124,145481,8/30/2017,505000,203006,"HYDEPARK",255605
"1859620000","0100","TAMPA",110124,184434,8/7/2017,455000,203006,"HYDEPARK",294558
"1859670000","0100","TAMPA",110124,151031,10/25/2017,319000,203006,"HYDEPARK",261155
"1859730000","0100","TAMPA",110124,126899,11/17/2017,435000,203006,"HYDEPARK",237023
"1859760000","0100","TAMPA",149688,182871,12/12/2017,615000,203006,"HYDEPARK",332559
"1860110000","0100","TAMPA",287971,164875,10/19/2017,627500,203006,"HYDEPARK",452846
"1860920000","0100","TAMPA",313751,141507,8/14/2017,563200,203006,"HYDEPARK",455258
"1861560000","0100","TAMPA",163296,174293,5/9/2017,369200,203006,"HYDEPARK",337589
"1861620000","0100","TAMPA",255000,271125,5/10/2017,773500,203006,"HYDEPARK",526125
"1861630000","0100","TAMPA",255000,621301,1/4/2018,1300000,203006,"HYDEPARK",876301
"1862570000","0100","TAMPA",490752,592011,5/8/2017,1470000,203006,"HYDEPARK",1082763
"1863260000","0100","TAMPA",11246,32531,7/17/2017,99900,205003,"YBORCITY",43777
"1863460000","0100","TAMPA",21483,35279,10/6/2017,85000,205003,"YBORCITY",56762
"1863470000","0100","TAMPA",13773,54334,2/28/2017,75000,205003,"YBORCITY",68107
"1863790000","0100","TAMPA",20680,33330,12/20/2017,199900,205003,"YBORCITY",54010
"1863900000","0100","TAMPA",12994,75297,2/13/2017,156000,205003,"YBORCITY",88291
"1864230000","0100","TAMPA",12338,30401,8/18/2017,126900,205003,"YBORCITY",42739
"1864270000","0100","TAMPA",12075,47714,10/13/2017,195000,205003,"YBORCITY",59789
"1864340000","0100","TAMPA",17400,102459,2/28/2017,199900,205003,"YBORCITY",119859
"1864550000","0100","TAMPA",21762,98691,7/10/2017,169900,205003,"YBORCITY",120453
"1864560000","0100","TAMPA",11817,61160,5/5/2017,123000,205003,"YBORCITY",72977
"1864590000","0100","TAMPA",11817,33713,9/21/2017,77500,205003,"YBORCITY",45530
"1864890000","0100","TAMPA",16606,140025,4/14/2017,264000,205003,"YBORCITY",156631
"1864900000","0100","TAMPA",16606,126274,11/8/2017,225000,205003,"YBORCITY",142880
"1865140000","0100","TAMPA",15336,37552,10/4/2017,205000,205003,"YBORCITY",52888
"1865490000","0100","TAMPA",15830,67910,5/30/2017,125000,205003,"YBORCITY",83740
"1865820100","0100","TAMPA",11362,62562,8/23/2017,151000,205003,"YBORCITY",73924
"1865940000","0100","TAMPA",13810,90801,11/27/2017,200000,205003,"YBORCITY",104611
"1866010000","0100","TAMPA",15762,28185,9/20/2017,60000,205003,"YBORCITY",43947
"1866890000","0100","TAMPA",24070,64928,8/25/2017,201000,205003,"YBORCITY",88998
"1867690000","0100","TAMPA",5424,63376,1/11/2018,137500,205003,"YBORCITY",68800
"1867930000","0100","TAMPA",12500,68243,2/24/2017,109000,205003,"YBORCITY",80743
"1868070000","0100","TAMPA",19095,40601,8/24/2017,217500,205003,"YBORCITY",59696
"1868450000","0100","TAMPA",13612,33682,7/26/2017,105000,205003,"YBORCITY",47294
"1868600000","0100","TAMPA",14088,117068,6/22/2017,180000,205003,"YBORCITY",131156
"1868680000","0100","TAMPA",15278,47209,12/15/2017,114000,205003,"YBORCITY",62487
"1869110000","0100","TAMPA",4232,60143,1/5/2018,72500,205003,"YBORCITY",64375
"1869730000","0100","TAMPA",10296,25312,12/27/2017,25000,205003,"YBORCITY",35608
"1869840000","0100","TAMPA",17820,51183,7/14/2017,139000,205003,"YBORCITY",69003
"1870370000","0100","TAMPA",14088,47317,8/18/2017,65000,205003,"YBORCITY",61405
"1870530000","0100","TAMPA",12375,28408,7/27/2017,57000,205003,"YBORCITY",40783
"1870650000","0100","TAMPA",9776,28484,12/20/2017,53000,205003,"YBORCITY",38260
"1871150000","0100","TAMPA",10068,44349,4/6/2017,65000,205003,"YBORCITY",54417
"1871190000","0100","TAMPA",6063,38646,2/3/2017,36000,205003,"YBORCITY",44709
"1871210000","0100","TAMPA",6531,13267,5/31/2017,22000,205003,"YBORCITY",19798
"1871790000","0100","TAMPA",12870,43751,1/10/2018,45000,205003,"YBORCITY",56621
"1871960100","0100","TAMPA",12250,67071,10/12/2017,132500,205003,"YBORCITY",79321
"1871970000","0100","TAMPA",12250,88474,8/11/2017,151400,205003,"YBORCITY",100724
"1872000000","0100","TAMPA",14406,68880,8/21/2017,90000,205003,"YBORCITY",83286
"1872070000","0100","TAMPA",12250,9496,3/10/2017,20200,205003,"YBORCITY",21746
"1872200000","0100","TAMPA",12250,61043,5/22/2017,84500,205003,"YBORCITY",73293
"1872210000","0100","TAMPA",12250,50408,10/13/2017,75000,205003,"YBORCITY",62658
"1872330000","0100","TAMPA",12250,58789,7/24/2017,82000,205003,"YBORCITY",71039
"1872470000","0100","TAMPA",7544,60608,2/13/2017,90000,205003,"YBORCITY",68152
"1872570000","0100","TAMPA",12250,59948,2/10/2017,82500,205003,"YBORCITY",72198
"1872590000","0100","TAMPA",13340,49830,2/2/2017,30000,205003,"YBORCITY",63170
"1872990000","0100","TAMPA",9009,41614,8/4/2017,59900,205003,"YBORCITY",50623
"1873060000","0100","TAMPA",12870,49270,6/30/2017,80000,205003,"YBORCITY",62140
"1873150000","0100","TAMPA",12500,88132,10/11/2017,200000,205003,"YBORCITY",100632
"1873300000","0100","TAMPA",6812,28840,1/20/2017,43000,205003,"YBORCITY",35652
"1873670000","0100","TAMPA",6462,34743,1/22/2018,100000,205003,"YBORCITY",41205
"1873700000","0100","TAMPA",12500,71741,7/24/2017,162900,205003,"YBORCITY",84241
"1874060000","0100","TAMPA",12500,42695,1/5/2018,191000,205003,"YBORCITY",55195
"1874170000","0100","TAMPA",12500,32606,10/10/2017,59000,205003,"YBORCITY",45106
"1874200000","0100","TAMPA",9100,54617,10/30/2017,76500,205003,"YBORCITY",63717
"1874370000","0100","TAMPA",8662,45413,9/20/2017,75000,205003,"YBORCITY",54075
"1874570000","0100","TAMPA",8728,11573,6/20/2017,50000,205003,"YBORCITY",20301
"1875550000","0100","TAMPA",11016,59873,3/31/2017,137000,205003,"YBORCITY",70889
"1875630000","0100","TAMPA",14700,38157,7/24/2017,85000,205003,"YBORCITY",52857
"1875640000","0100","TAMPA",14700,57818,10/13/2017,88000,205003,"YBORCITY",72518
"1875660000","0100","TAMPA",10200,45386,11/24/2017,95000,205003,"YBORCITY",55586
"1875680000","0100","TAMPA",12500,70766,7/31/2017,84000,205003,"YBORCITY",83266
"1875750000","0100","TAMPA",14700,70253,3/8/2017,121500,205003,"YBORCITY",84953
"1875900000","0100","TAMPA",13860,50365,10/20/2017,135000,205003,"YBORCITY",64225
"1875940000","0100","TAMPA",9100,71296,11/20/2017,158900,205003,"YBORCITY",80396
"1876290000","0100","TAMPA",8533,67643,5/30/2017,98000,205003,"YBORCITY",76176
"1876320000","0100","TAMPA",7503,40194,10/4/2017,89000,205003,"YBORCITY",47697
"1876330000","0100","TAMPA",8514,38412,7/17/2017,144000,205003,"YBORCITY",46926
"1876340000","0100","TAMPA",8109,40078,5/8/2017,114900,205003,"YBORCITY",48187
"1876440000","0100","TAMPA",8461,146135,6/30/2017,180000,205003,"YBORCITY",154596
"1876880100","0100","TAMPA",15481,32591,5/26/2017,70900,205003,"YBORCITY",48072
"1877560000","0100","TAMPA",8741,29499,7/25/2017,60000,205003,"YBORCITY",38240
"1878070000","0100","TAMPA",13736,37345,7/14/2017,93500,205003,"YBORCITY",51081
"1878120000","0100","TAMPA",6531,29086,5/25/2017,29000,205003,"YBORCITY",35617
"1878550000","0100","TAMPA",8560,31887,2/9/2017,63000,205003,"YBORCITY",40447
"1879000150","0100","TAMPA",9262,70293,5/22/2017,93000,205003,"YBORCITY",79555
"1879190000","0100","TAMPA",7624,19176,7/14/2017,40000,205003,"YBORCITY",26800
"1879370200","0100","TAMPA",11994,118639,8/8/2017,80000,205003,"YBORCITY",130633
"1879530000","0100","TAMPA",11994,61336,10/12/2017,93000,205003,"YBORCITY",73330
"1879750000","0100","TAMPA",11994,24098,12/22/2017,85000,205003,"YBORCITY",36092
"1880980000","0100","TAMPA",8204,21232,11/3/2017,18500,205003,"YBORCITY",29436
"1881020000","0100","TAMPA",9849,39900,6/6/2017,65000,205003,"YBORCITY",49749
"1881060000","0100","TAMPA",9754,53463,7/25/2017,135000,205003,"YBORCITY",63217
"1881070000","0100","TAMPA",19178,67596,8/21/2017,109000,205003,"YBORCITY",86774
"1881140000","0100","TAMPA",7958,23750,7/7/2017,30600,205003,"YBORCITY",31708
"1881150000","0100","TAMPA",8925,18195,8/28/2017,38000,205003,"YBORCITY",27120
"1881340000","0100","TAMPA",10838,74108,6/12/2017,72800,205003,"YBORCITY",84946
"1881560000","0100","TAMPA",8334,40677,2/7/2017,64000,205003,"YBORCITY",49011
"1882020000","0100","TAMPA",16369,45554,4/11/2017,100000,205003,"YBORCITY",61923
"1882030000","0100","TAMPA",16369,39238,8/3/2017,76500,205003,"YBORCITY",55607
"1882440000","0100","TAMPA",16000,139241,4/26/2017,179000,205003,"YBORCITY",155241
"1882760000","0100","TAMPA",6188,40337,12/21/2017,49000,205003,"YBORCITY",46525
"1882880000","0100","TAMPA",11362,28082,11/14/2017,124900,205003,"YBORCITY",39444
"1883110000","0100","TAMPA",4859,15775,8/2/2017,23000,205003,"YBORCITY",20634
"1883551000","0100","TAMPA",11362,48734,7/5/2017,45000,205003,"YBORCITY",60096
"1883820000","0100","TAMPA",11963,27143,12/28/2017,40000,205003,"YBORCITY",39106
"1883830000","0100","TAMPA",11963,35610,5/19/2017,72000,205003,"YBORCITY",47573
"1884940000","0100","TAMPA",23229,97804,8/31/2017,100000,205003,"YBORCITY",121033
"1884980000","0100","TAMPA",32084,85956,4/28/2017,175000,205003,"YBORCITY",118040
"1885300000","0100","TAMPA",12875,33761,1/6/2017,69000,205003,"YBORCITY",46636
"1885640000","0100","TAMPA",13365,0,10/20/2017,25000,205003,"YBORCITY",13365
"1887200150","0100","TAMPA",8051,23714,12/18/2017,25000,205003,"YBORCITY",31765
"1888220000","0100","TAMPA",5586,55046,2/23/2017,63500,205003,"YBORCITY",60632
"1888280000","0100","TAMPA",13312,59757,5/31/2017,90000,205003,"YBORCITY",73069
"1889905000","0100","TAMPA",16150,27688,3/31/2017,41800,205014,"YBORCITY",43838
"1890640000","0100","TAMPA",19580,50165,9/25/2017,90000,205014,"YBORCITY",69745
"1890720116","0100","TAMPA",11000,121208,8/14/2017,190000,205014,"YBORCITY",132208
"1891380000","0100","TAMPA",24320,44006,8/29/2017,110000,205014,"YBORCITY",68326
"1893720000","0100","TAMPA",9523,69258,4/28/2017,135000,205014,"YBORCITY",78781
"1893790000","0100","TAMPA",28800,76424,2/16/2017,125000,205014,"YBORCITY",105224
"1895450000","0100","TAMPA",12700,28423,7/28/2017,93000,205003,"YBORCITY",41123
"1947780000","0100","TAMPA",340981,203306,3/14/2017,689000,203012,"DAVISISLE",544287
"1947940010","0100","TAMPA",238859,187997,11/9/2017,665000,203012,"DAVISISLE",426856
"1947970000","0100","TAMPA",383746,86791,12/22/2017,817000,203012,"DAVISISLE",470537
"1947980000","0100","TAMPA",384199,114206,11/21/2017,715000,203012,"DAVISISLE",498405
"1948060000","0100","TAMPA",333153,180639,5/10/2017,737500,203012,"DAVISISLE",513792
"1948520000","0100","TAMPA",1650000,1359712,9/26/2017,5200000,203012,"DAVISISLE",3009712
"1948980000","0100","TAMPA",985870,609609,1/31/2017,1907500,203012,"DAVISISLE",1595479
"1949190000","0100","TAMPA",960000,1891072,9/15/2017,3414700,203012,"DAVISISLE",2851072
"1949560100","0100","TAMPA",261900,649318,4/13/2017,965000,203012,"DAVISISLE",911218
"1949580000","0100","TAMPA",261900,92362,6/15/2017,444000,203012,"DAVISISLE",354262
"1949870000","0100","TAMPA",256662,661573,5/30/2017,1300000,203012,"DAVISISLE",918235
"1949890000","0100","TAMPA",275319,173129,10/27/2017,556000,203012,"DAVISISLE",448448
"1950020000","0100","TAMPA",219575,70997,3/7/2017,465000,203012,"DAVISISLE",290572
"1950730000","0100","TAMPA",365788,538450,11/16/2017,969000,203012,"DAVISISLE",904238
"1951100000","0100","TAMPA",327750,79798,5/26/2017,535000,203012,"DAVISISLE",407548
"1951140000","0100","TAMPA",389804,145192,9/15/2017,650000,203012,"DAVISISLE",534996
"1951320000","0100","TAMPA",480125,554467,6/15/2017,1427000,203012,"DAVISISLE",1034592
"1951580000","0100","TAMPA",373248,85163,11/17/2017,575000,203012,"DAVISISLE",458411
"1952300000","0100","TAMPA",230000,41171,5/23/2017,396000,203012,"DAVISISLE",271171
"1952380000","0100","TAMPA",273240,156327,3/18/2017,685000,203012,"DAVISISLE",429567
"1952480000","0100","TAMPA",318441,42537,11/10/2017,415000,203012,"DAVISISLE",360978
"1952530000","0100","TAMPA",232024,75669,8/18/2017,527000,203012,"DAVISISLE",307693
"1952650000","0100","TAMPA",399280,342649,9/20/2017,915000,203012,"DAVISISLE",741929
"1953500000","0100","TAMPA",312328,51079,7/14/2017,435000,203012,"DAVISISLE",363407
"1953660050","0100","TAMPA",237029,275421,9/7/2017,630000,203012,"DAVISISLE",512450
"1953770000","0100","TAMPA",456511,154518,3/1/2017,855000,203012,"DAVISISLE",611029
"1953920000","0100","TAMPA",236808,47990,2/27/2017,430000,203012,"DAVISISLE",284798
"1954100000","0100","TAMPA",504893,148901,9/28/2017,840000,203012,"DAVISISLE",653794
"1954130000","0100","TAMPA",477193,993458,11/13/2017,1750000,203012,"DAVISISLE",1470651
"1954150000","0100","TAMPA",475860,117937,2/5/2017,789000,203012,"DAVISISLE",593797
"1954160100","0100","TAMPA",449912,1160460,12/27/2017,1950000,203012,"DAVISISLE",1610372
"1954170000","0100","TAMPA",452182,1192400,12/7/2017,1850000,203012,"DAVISISLE",1644582
"1954190000","0100","TAMPA",359381,565862,6/19/2017,1355000,203012,"DAVISISLE",925243
"1954280000","0100","TAMPA",892990,1431695,12/7/2017,3325000,203012,"DAVISISLE",2324685
"1954310000","0100","TAMPA",442728,297405,9/1/2017,1530000,203012,"DAVISISLE",740133
"1954560100","0100","TAMPA",508800,521186,3/22/2017,1805000,203012,"DAVISISLE",1029986
"1954700000","0100","TAMPA",514396,348356,10/20/2017,905000,203012,"DAVISISLE",862752
"1954940200","0100","TAMPA",375624,532621,4/18/2017,1225000,203012,"DAVISISLE",908245
"1955480000","0100","TAMPA",476582,106540,6/5/2017,762500,203012,"DAVISISLE",583122
"1955520000","0100","TAMPA",371551,158102,8/1/2017,762000,203012,"DAVISISLE",529653
"1955530000","0100","TAMPA",372996,77722,6/21/2017,550000,203012,"DAVISISLE",450718
"1955550000","0100","TAMPA",369310,53770,3/31/2017,487500,203012,"DAVISISLE",423080
"1955620000","0100","TAMPA",463514,118077,10/16/2017,725000,203012,"DAVISISLE",581591
"1955810000","0100","TAMPA",452758,838060,12/6/2017,2200000,203012,"DAVISISLE",1290818
"1956130000","0100","TAMPA",493032,109212,5/26/2017,690300,203012,"DAVISISLE",602244
"1956310000","0100","TAMPA",760320,1090584,9/29/2017,2780000,203012,"DAVISISLE",1850904
"1956700000","0100","TAMPA",409759,198166,7/17/2017,890000,203012,"DAVISISLE",607925
"1956930000","0100","TAMPA",216271,34982,7/28/2017,383800,203012,"DAVISISLE",251253
"1957090000","0100","TAMPA",324755,898822,4/21/2017,1660000,203012,"DAVISISLE",1223577
"1957550000","0100","TAMPA",656370,361340,11/13/2017,1350000,203012,"DAVISISLE",1017710
